2009.371,-19.7,0.4,179.,0.4
2009.502,-20.9,0.5,179.,0.5
2009.505,-21.2,0.4,179.2,0.4
2009.557,-21.9,0.4,179.5,0.4
2009.557,-21.3,0.4,179.4,0.4
2009.606,-22.3,0.4,179.5,0.4
2009.718,-23.9,0.4,179.1,0.4
2009.776,-24.1,0.4,179.,0.4
2010.234,-29.5,0.4,177.5,0.4
2010.239,-29.6,0.4,176.6,0.4
2010.239,-29.,0.4,177.1,0.4
2010.245,-29.3,0.4,176.8,0.4
2010.351,-30.6,0.4,176.6,0.4
2010.444,-31.8,0.4,176.1,0.4
2010.455,-31.8,0.4,175.9,0.4
2010.455,-31.4,0.4,176.1,0.4
2010.455,-31.2,0.5,175.4,0.5
2010.46,-31.3,0.6,176.1,0.6
2010.616,-31.8,0.4,174.4,0.4
2010.619,-33.9,0.4,175.1,0.4
2010.622,-33.3,0.4,175.1,0.4
2010.624,-33.2,0.4,175.3,0.4
2010.627,-33.5,0.4,174.9,0.4
2010.676,-33.6,0.6,174.1,0.6
2010.679,-34.2,0.4,174.4,0.4
2011.238,-39.7,0.4,170.7,0.4
2011.241,-39.7,1.9,170.6,1.9
2011.244,-39.1,0.4,170.4,0.4
2011.249,-39.5,0.5,170.3,0.5
2011.312,-40.3,0.4,169.8,0.4
2011.313,-38.9,0.5,169.9,0.5
2011.315,-40.5,0.4,169.7,0.4
2011.337,-40.4,0.3,169.3,0.3
2011.443,-41.4,0.4,168.4,0.4
2011.553,-42.5,0.6,167.6,0.6
2011.613,-42.7,0.7,166.9,0.7
2011.689,-44.,0.7,166.3,0.7
2011.695,-43.9,0.4,166.1,0.4
2011.695,-42.8,1.,166.2,1.
2011.698,-43.9,0.4,166.,0.4
2011.722,-44.1,0.4,165.6,0.4
2012.202,-48.,0.7,159.8,0.7
2012.339,-49.6,0.4,158.4,0.4
2012.497,-50.1,0.4,156.2,0.4
2012.533,-51.4,0.4,156.2,0.4
2012.544,-51.1,0.4,156.1,0.4
2012.552,-51.7,0.4,155.8,0.4
2012.552,-50.5,0.8,155.6,0.8
2012.604,-51.7,1.1,155.,1.1
2012.7,-52.,0.4,153.4,0.4
2013.161,-55.3,0.4,147.1,0.4
2013.24,-55.5,0.4,145.8,0.4
2013.317,-56.5,0.4,144.6,0.4
2013.366,-56.7,0.4,143.4,0.4
2013.42,-56.7,0.5,142.7,0.5
2013.437,-56.,0.7,142.7,0.7
2013.494,-57.3,0.5,140.9,0.5
2013.502,-57.3,0.4,141.1,0.4
2013.587,-57.9,0.4,139.5,0.4
2013.59,-57.3,1.1,139.3,1.1
2013.617,-58.3,0.6,139.,0.6
2015.432,-66.2,0.4,97.7,0.4
2015.517,-66.7,0.4,95.3,0.4
2015.706,-67.,0.5,90.1,0.5
2015.747,-66.8,0.4,88.5,0.4
2016.221,-66.1,0.4,73.3,0.4
2016.287,-66.,0.5,70.8,0.5
2016.325,-66.,0.8,69.7,0.8
2016.369,-66.2,0.8,68.7,0.8
2016.525,-64.4,0.5,62.7,0.5
2016.53,-65.1,0.5,62.7,0.5
